# ----------------------------------------
# views by country
# Account: OTexts
# Property: OTexts.com - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20210101
# End date: 20260106
Country,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
Slovakia,28552,2568,11.118380062305295,313.09852024922117,90806,0,0
Sint Maarten,12,6,2,41.833333333333336,47,0,0
Singapore,407121,48962,8.315040235284506,276.3910787958008,1312189,0,0
Sierra Leone,948,150,6.32,221.04,3036,0,0
Seychelles,352,97,3.6288659793814433,126.5360824742268,1200,0,0
Serbia,22147,2254,9.82564330079858,293.10514640638866,70862,0,0
Senegal,9027,758,11.908970976253299,447.7467018469657,28550,0,0
Saudi Arabia,63632,8450,7.530414201183432,230.8003550295858,206226,0,0
San Marino,1007,23,43.78260869565217,1956.391304347826,3072,0,0
Samoa,119,16,7.4375,129.5625,377,0,0
Réunion,2048,116,17.655172413793103,508.6465517241379,6380,0,0
Rwanda,4233,785,5.392356687898089,189.74394904458597,14274,0,0
Russia,229567,26589,8.633908759261349,259.1188085298432,738215,0,0
Romania,52000,5477,9.494248676282636,301.3036333759357,166143,0,0
Qatar,7692,1005,7.6537313432835825,288.6825870646766,24838,0,0
Puerto Rico,6512,764,8.523560209424083,284.2630890052356,20667,0,0
Portugal,236865,14152,16.737210288298474,462.53314019219897,739874,0,0
Poland,224707,21814,10.301045200330064,309.6025488218575,717178,0,0
Philippines,297696,51960,5.72933025404157,169.9911662817552,986497,0,0
Peru,109356,11303,9.674953552154296,247.61850836061222,349096,0,0
Paraguay,14515,1032,14.064922480620154,389.75387596899225,42707,0,0
Papua New Guinea,1072,197,5.441624365482234,151.2284263959391,3513,0,0
Panama,7199,850,8.469411764705882,266.2564705882353,23240,0,0
Palestine,2456,325,7.556923076923077,221.97846153846154,8015,0,0
Palau,1098,182,6.032967032967033,178.2087912087912,3538,0,0
Pakistan,89892,13886,6.473570502664554,266.83976667146766,295904,0,0
Oman,16363,1079,15.164967562557925,713.4735866543095,51369,0,0
Norway,161681,9991,16.182664397958163,478.0866780102092,506683,0,0
Northern Mariana Islands,446,38,11.736842105263158,275.8157894736842,1394,0,0
North Macedonia,5629,572,9.840909090909092,369.50524475524475,18009,0,0
Norfolk Island,1,1,1,0,4,0,0
Niue,11,4,2.75,54,41,0,0
Nigeria,51781,9945,5.2067370537958775,231.3590749120161,170640,0,0
Niger,626,74,8.45945945945946,383.55405405405406,2003,0,0
Nicaragua,9928,588,16.8843537414966,704.5952380952381,30427,0,0
New Zealand,208525,13324,15.650330231161814,507.1908586010207,655742,0,0
New Caledonia,223,16,13.9375,145.375,699,0,0
Netherlands,484593,42620,11.370084467386203,389.53592210229937,1541776,0,0
Nepal,16497,2405,6.859459459459459,231.88939708939708,53514,0,0
Nauru,8,7,1.1428571428571428,106.85714285714286,39,0,0
Namibia,2880,609,4.729064039408867,183.0706075533662,9842,0,0
Myanmar (Burma),7709,1115,6.91390134529148,245.8017937219731,24916,0,0
Mozambique,4176,385,10.846753246753247,422.04935064935063,13270,0,0
Morocco,44096,4988,8.840417000801924,284.86467522052925,141680,0,0
Montserrat,2,2,1,17,10,0,0
Montenegro,2995,251,11.93227091633466,444.56573705179284,9429,0,0
Mongolia,8781,943,9.311770943796395,266.5058324496288,28435,0,0
Monaco,178,37,4.8108108108108105,146.59459459459458,594,0,0
Moldova,8615,532,16.19360902255639,461.86842105263156,26924,0,0
Micronesia,244,40,6.1,115.625,780,0,0
Mexico,420834,33336,12.624010079193665,386.05774538036957,1317783,0,0
Mayotte,20,8,2.5,53.5,79,0,0
Mauritius,29060,2066,14.065827686350435,560.5188770571152,91559,0,0
Mauritania,642,124,5.17741935483871,135.07258064516128,2162,0,0
Martinique,286,30,9.533333333333333,172.5,920,0,0
Marshall Islands,374,62,6.032258064516129,226,1196,0,0
Malta,7295,799,9.130162703379224,277.85481852315394,23462,0,0
Mali,1031,77,13.38961038961039,953.4545454545455,3290,0,0
Maldives,3087,235,13.136170212765958,315.82978723404256,9657,0,0
Malaysia,555033,36207,15.329439058745546,597.4552986991466,1738864,0,0
Malawi,5102,928,5.497844827586207,263.8976293103448,16839,0,0
Madagascar,4581,339,13.513274336283185,574.5221238938053,14467,0,0
Macao,14303,2324,6.15447504302926,195.8907056798623,47067,0,0
Luxembourg,15578,1602,9.724094881398253,349.69413233458175,49443,0,0
Lithuania,43749,3398,12.874926427310182,375.8708063566804,138350,0,0
Liechtenstein,332,64,5.1875,109.96875,1111,0,0
Libya,2678,331,8.090634441087614,265.74320241691845,8758,0,0
Liberia,902,79,11.417721518987342,383.62025316455697,2862,0,0
Lesotho,1715,276,6.213768115942029,240.29347826086956,5565,0,0
Lebanon,13424,1382,9.713458755426917,317.5629522431259,43250,0,0
Latvia,11068,1439,7.691452397498263,198.92494788047256,36047,0,0
Laos,1526,242,6.305785123966942,143.900826446281,4792,0,0
Kyrgyzstan,1447,240,6.029166666666667,148.72916666666666,4768,0,0
Kuwait,4146,684,6.06140350877193,174.5219298245614,13749,0,0
Kosovo,1265,150,8.433333333333334,216.93333333333334,4021,0,0
Kiribati,8,4,2,20.5,32,0,0
Kenya,55875,10100,5.532178217821782,226.5617821782178,185474,0,0
Kazakhstan,19374,2581,7.50639287098024,281.64936071290197,63327,0,0
Jordan,15612,1828,8.540481400437637,293.15809628008753,50554,0,0
Jersey,549,62,8.85483870967742,298.35483870967744,1741,0,0
Japan,432820,66269,6.531258959694578,202.0965157162474,1420312,0,0
Jamaica,5554,932,5.959227467811159,169.8079399141631,18116,0,0
Italy,619896,42107,14.721922720687772,570.6233405372028,1949015,0,0
Israel,55759,6999,7.966709529932848,292.9027003857694,180832,0,0
Isle of Man,170,34,5,64.52941176470588,541,0,0
Ireland,162804,13383,12.164985429275948,458.94507957856985,514942,0,0
Iraq,8493,1694,5.01357733175915,140.2396694214876,28469,0,0
Iran,8666,1140,7.601754385964912,329.6850877192982,26806,0,0
Indonesia,408198,55217,7.392614593331764,184.97933607403516,1330620,0,0
India,1843071,275698,6.68510834318711,262.50672837670203,6042994,0,0
Iceland,9748,850,11.468235294117648,281.4094117647059,31283,0,0
Hungary,46286,5379,8.604945157092397,280.67503253392823,149211,0,0
Hong Kong,353911,36908,9.589005093746612,328.0132220656768,1130196,0,0
Honduras,8082,711,11.367088607594937,291.44022503516175,25300,0,0
Haiti,1400,138,10.144927536231885,359.9130434782609,4311,0,0
Guyana,1164,234,4.9743589743589745,148.61111111111111,3920,0,0
Guinea-Bissau,67,15,4.466666666666667,78.73333333333333,224,0,0
Guinea,182,56,3.25,86.94642857142857,645,0,0
Guernsey,469,45,10.422222222222222,491.0444444444444,1450,0,0
Guatemala,47057,2453,19.183448838157357,588.2123929881777,146381,0,0
Guam,1837,118,15.567796610169491,351.95762711864404,5760,0,0
Guadeloupe,418,34,12.294117647058824,332.70588235294116,1327,0,0
Grenada,98,54,1.8148148148148149,43.833333333333336,401,0,0
Greenland,1038,32,32.4375,637.75,3181,0,0
Greece,159474,16951,9.40794053448174,300.6469824789098,509758,0,0
Gibraltar,619,26,23.807692307692307,525.1538461538462,1912,0,0
Ghana,24683,4400,5.609772727272727,255.9709090909091,80623,0,0
Germany,884535,79647,11.105691363139854,343.54746569236755,2804272,0,0
Georgia,13500,1385,9.747292418772563,336.96101083032494,42776,0,0
Gambia,640,118,5.423728813559322,155.0677966101695,2102,0,0
Gabon,119,28,4.25,150.42857142857142,382,0,0
French Polynesia,668,42,15.904761904761905,603.5714285714286,2079,0,0
French Guiana,60,10,6,75.8,205,0,0
France,371968,38584,9.640472734812358,335.9806137258967,1186028,0,0
Finland,82573,9047,9.127113960428872,283.9027301868023,265389,0,0
Fiji,898,182,4.934065934065934,269.53846153846155,3073,0,0
Faroe Islands,2622,60,43.7,1152.95,8006,0,0
Falkland Islands (Islas Malvinas),35,2,17.5,434,109,0,0
Ethiopia,19405,4387,4.4232961021199,167.03692728516071,65640,0,0
Eswatini,1904,262,7.267175572519084,294.41984732824426,6256,0,0
Estonia,10829,1290,8.394573643410853,299.63255813953486,35197,0,0
Eritrea,18,3,6,301.3333333333333,58,0,0
Equatorial Guinea,102,21,4.857142857142857,143.47619047619048,353,0,0
El Salvador,8690,967,8.986556359875905,237.7807652533609,27774,0,0
Egypt,56557,7852,7.202878247580235,227.44803871625064,183240,0,0
Ecuador,92348,6939,13.308545899985589,400.4961810059086,289143,0,0
Dominican Republic,15499,1605,9.656697819314642,264.80809968847353,48869,0,0
Dominica,244,31,7.870967741935484,179.96774193548387,774,0,0
Djibouti,514,43,11.953488372093023,630.046511627907,1641,0,0
Denmark,284968,17321,16.45216788869003,472.791409271982,895717,0,0
Côte d’Ivoire,7385,745,9.912751677852349,382.63624161073824,23167,0,0
Czechia,65422,7363,8.885236995789759,278.38204536194485,209589,0,0
Cyprus,14259,1798,7.93047830923248,223.53114571746386,46032,0,0
Curaçao,180,40,4.5,190.8,612,0,0
Cuba,154,19,8.105263157894736,450.1578947368421,436,0,0
Croatia,34404,2444,14.076923076923077,472.79418985270047,108227,0,0
Costa Rica,28905,2859,10.110178384050368,294.04267226302903,92000,0,0
Cook Islands,64,16,4,82.5625,208,0,0
Congo - Kinshasa,3942,281,14.02846975088968,544.170818505338,12244,0,0
Congo - Brazzaville,514,84,6.119047619047619,142.5952380952381,1660,0,0
Comoros,808,15,53.86666666666667,4548.333333333333,2476,0,0
Colombia,215103,19698,10.92004264392324,330.0674687785562,680594,0,0
China,1240278,165279,7.5041475323543825,301.85134832616365,3942769,0,0
Chile,117340,12238,9.588168001307404,280.3853570844909,373478,0,0
Chad,703,28,25.107142857142858,535.3928571428571,2140,0,0
Central African Republic,79,5,15.8,1755.8,250,0,0
Cayman Islands,311,73,4.260273972602739,128.75342465753425,1083,0,0
Caribbean Netherlands,19,6,3.1666666666666665,44.333333333333336,62,0,0
Cape Verde,2290,109,21.009174311926607,495.0275229357798,7113,0,0
Canada,887967,86043,10.32003765559081,322.67133874923,2822105,0,0
Cameroon,4155,696,5.969827586206897,330.3204022988506,13602,0,0
Cambodia,9837,1268,7.757886435331231,256.25552050473186,31804,0,0
Burundi,1140,114,10,402.60526315789474,3604,0,0
Burkina Faso,2508,339,7.398230088495575,230.46017699115043,7996,0,0
Bulgaria,25915,3007,8.618224143664783,303.9052211506485,83311,0,0
Brunei,703,212,3.3160377358490565,70.59905660377359,2541,0,0
British Virgin Islands,146,48,3.0416666666666665,99.6875,524,0,0
Brazil,875740,66282,13.212335173953713,400.9687245405993,2753228,0,0
Botswana,4863,891,5.457912457912458,237.97306397306397,16239,0,0
Bosnia & Herzegovina,7207,613,11.756933115823818,324.99184339314843,22682,0,0
Bolivia,33015,2347,14.066893907115466,574.1508308478909,104016,0,0
Bhutan,2459,235,10.463829787234042,391.336170212766,7944,0,0
Bermuda,144,31,4.645161290322581,189.19354838709677,491,0,0
Benin,4706,401,11.735660847880299,538.715710723192,14903,0,0
Belize,630,129,4.883720930232558,180.7984496124031,2140,0,0
Belgium,116567,10862,10.731633216718837,341.37718652181917,370148,0,0
Belarus,19390,1474,13.154681139755766,546.7354138398914,61346,0,0
Barbados,4694,316,14.854430379746836,699.5696202531645,14792,0,0
Bangladesh,57047,8367,6.818094896617665,221.13469582885145,185469,0,0
Bahrain,2057,594,3.462962962962963,84.20707070707071,7197,0,0
Bahamas,409,114,3.587719298245614,148.4561403508772,1429,0,0
Azerbaijan,7325,1364,5.370234604105572,166.44281524926686,24723,0,0
Austria,107693,10429,10.326301658835938,330.5175951673219,343090,0,0
Australia,1479159,75747,19.52762485642996,649.9730286347974,4608977,0,0
Aruba,640,57,11.228070175438596,397.2105263157895,2046,0,0
Armenia,11900,1675,7.104477611940299,238.39462686567165,39352,0,0
Argentina,99314,8418,11.797814207650273,408.43561416013307,313232,0,0
Antigua & Barbuda,349,54,6.462962962962963,305.31481481481484,1147,0,0
Antarctica,13,2,6.5,169.5,46,0,0
Anguilla,239,19,12.578947368421053,467.10526315789474,745,0,0
Angola,2952,326,9.05521472392638,294.47546012269936,9452,0,0
Andorra,309,42,7.357142857142857,150.26190476190476,990,0,0
American Samoa,2,2,1,17,9,0,0
Algeria,32648,3072,10.627604166666666,318.9332682291667,103764,0,0
Albania,6200,819,7.57020757020757,199.09035409035408,19984,0,0
Afghanistan,614,110,5.581818181818182,163.9,2029,0,0
(not set),5550,1811,3.0646051905024847,73.49917172832689,18090,0,0
